8
194,1
237,1
843,1
330,1
825,1
736,1
928,1
920,1
106,1
47,1
898,1
844,1
160,1
603,1
636,1
301,1
411,1
76,1
613,1
889,1
945,1
761,1
419,1
710,1
95,1
904,1
426,1
864,1
913,1
285,1
40,1
467,1
820,1
928,1
509,1
764,1
78,1
270,1
773,1
429,1
360,1
622,1
296,1
662,1
109,1
291,1
375,1
159,1
906,1
176,1
883,1
562,1
579,1
216,1
916,1
473,1
253,1
501,1
311,1
631,1
81,1
413,1
505,1
353,1
855,1
626,1
710,1
805,1
228,1
321,1
867,1
243,1
762,1
452,1
336,1
766,1
521,1
402,1
820,1
718,1
427,1
890,1
464,1
302,1
98,1
459,1
608,1
523,1
389,1
379,1
171,1
34,1
352,1
342,1
117,1
993,1
834,1
759,1
988,1
523,1
432,1
20,1
965,1
850,1
26,1
550,1
426,1
751,1
606,1
28,1
470,1
362,1
615,1
574,1
378,1
975,1
518,1
293,1
482,1
894,1
826,1
975,1
398,1
959,1
297,1
335,1
108,1
823,1
511,1
604,1
851,1
579,1
564,1
838,1
293,1
831,1
85,1
778,1
943,1
802,1
295,1
602,1
290,1
572,1
336,1
422,1
622,1
43,1
573,1
863,1
998,1
716,1
108,1
573,1
354,1
893,1
205,1
998,1
180,1
369,1
857,1
277,1
778,1
232,1
218,1
595,1
543,1
861,1
92,1
840,1
233,1
699,1
236,1
903,1
717,1
919,1
669,1
473,1
157,1
556,1
716,1
659,1
85,1
209,1
994,1
299,1
368,1
910,1
82,1
281,1
500,1
248,1
66,1
740,1
216,1
331,1
706,1
450,1
876,1
707,1
416,1
283,1
608,1
817,1
793,1
54,1
654,1
72,1
917,1
611,1
913,1
163,1
120,1
512,1
137,1
687,1
467,1
120,1
739,1
683,1
655,1
478,1
709,1
176,1
545,1
798,1
580,1
320,1
60,1
908,1
925,1
233,1
648,1
498,1
354,1
123,1
56,1
518,1
475,1
789,1
598,1
565,1
794,1
106,1
673,1
600,1
20,1
561,1
724,1
850,1
734,1
475,1
370,1
225,1
913,1
959,1
924,1
102,1
256,1
237,1
29,1
818,1
788,1
393,1
597,1
721,1
720,1
177,1
827,1
107,1
20,1
926,1
450,1
903,1
666,1
217,1
986,1
443,1
67,1
332,1
184,1
148,1
589,1
144,1
390,1
505,1
689,1
500,1
52,1
143,1
596,1
713,1
80,1
372,1
34,1
237,1
290,1
31,1
928,1
136,1
629,1
971,1
599,1
432,1
431,1
44,1
368,1
927,1
387,1
903,1
82,1
597,1
483,1
512,1
510,1
142,1
598,1
642,1
81,1
792,1
991,1
258,1
922,1
974,1
403,1
106,1
697,1
908,1
971,1
349,1
168,1
747,1
705,1
610,1
993,1
346,1
714,1
242,1
704,1
258,1
920,1
192,1
334,1
48,1
476,1
289,1
669,1
514,1
595,1
305,1
601,1
924,1
30,1
628,1
527,1
840,1
902,1
897,1
286,1
645,1
107,1
443,1
595,1
354,1
16,1
862,1
449,1
804,1
696,1
601,1
453,1
824,1
354,1
857,1
565,1
465,1
237,1
665,1
210,1
901,1
700,1
506,1
234,1
80,1
670,1
277,1
667,1
723,1
203,1
973,1
773,1
777,1
379,1
922,1
339,1
892,1
240,1
913,1
683,1
38,1
988,1
69,1
355,1
836,1
171,1
796,1
982,1
729,1
59,1
673,1
243,1
536,1
954,1
601,1
429,1
533,1
635,1
72,1
573,1
629,1
648,1
898,1
603,1
729,1
690,1
241,1
493,1
892,1
775,1
292,1
880,1
367,1
424,1
433,1
126,1
99,1
573,1
247,1
265,1
811,1
452,1
190,1
847,1
245,1
115,1
291,1
106,1
656,1
866,1
726,1
441,1
159,1
302,1
583,1
687,1
19,1
162,1
697,1
123,1
478,1
740,1
867,1
696,1
211,1
52,1
328,1
445,1
8,1
484,1
793,1
558,1
775,1
149,1
932,1
73,1
449,1
655,1
619,1
653,1
910,1
522,1
794,1
436,1
506,1
942,1
285,1
406,1
260,1
133,1
431,1
261,1
367,1
969,1
857,1
253,1
79,1
143,1
232,1
962,1
554,1
543,1
361,1
477,1
781,1
97,1
466,1
935,1
163,1
774,1
973,1
927,1
855,1
982,1
675,1
694,1
460,1
72,1
599,1
608,1
156,1
163,1
428,1
907,1
869,1
18,1
820,1
141,1
575,1
185,1
464,1
299,1
323,1
110,1
221,1
106,1
81,1
464,1
198,1
423,1
993,1
383,1
85,1
257,1
141,1
844,1
612,1
318,1
401,1
907,1
470,1
613,1
508,1
27,1
518,1
36,1
891,1
159,1
660,1
421,1
398,1
883,1
190,1
41,1
492,1
262,1
985,1
995,1
22,1
637,1
377,1
488,1
144,1
116,1
27,1
434,1
511,1
923,1
692,1
379,1
305,1
387,1
182,1
207,1
210,1
722,1
373,1
583,1
931,1
383,1
622,1
623,1
339,1
165,1
418,1
744,1
834,1
795,1
615,1
169,1
43,1
222,1
99,1
57,1
409,1
322,1
220,1
722,1
806,1
256,1
844,1
918,1
740,1
167,1
365,1
645,1
247,1
463,1
509,1
458,1
83,1
402,1
299,1
744,1
284,1
174,1
2,1
934,1
716,1
226,1
409,1
116,1
679,1
41,1
301,1
20,1
180,1
74,1
425,1
855,1
958,1
95,1
844,1
946,1
870,1
620,1
993,1
652,1
701,1
683,1
287,1
537,1
30,1
646,1
623,1
252,1
212,1
273,1
635,1
107,1
97,1
788,1
14,1
794,1
558,1
137,1
766,1
239,1
437,1
159,1
750,1
34,1
993,1
912,1
310,1
440,1
452,1
841,1
384,1
422,1
747,1
35,1
909,1
665,1
55,1
262,1
873,1
80,1
196,1
44,1
859,1
721,1
529,1
435,1
417,1
632,1
401,1
772,1
121,1
543,1
759,1
86,1
644,1
925,1
31,1
400,1
702,1
347,1
834,1
644,1
197,1
615,1
653,1
387,1
425,1
658,1
30,1
118,1
672,1
633,1
402,1
287,1
59,1
212,1
161,1
837,1
952,1
526,1
23,1
427,1
833,1
732,1
317,1
79,1
901,1
670,1
284,1
467,1
326,1
583,1
963,1
557,1
437,1
